"Data";"Hora (UTC)";"Temp. [Hora] (C)";"Umi. (%)";"Pressao (hPa)";"Vel. Vento (m/s)";"Dir. Vento (m/s)";"Nebulosidade (Decimos)";"Insolacao (h)";"Temp. Max. [Diaria] (h)";"Temp. Min. [Diaria] (h)";"Chuva [Diaria] (mm)"
"09/10/2023";"1100";"";"";"";"";"";"";"";"";"";"0,0"
"09/10/2023";"1200";"";"";"";"";"";"";"";"";"";"0,0"
"09/10/2023";"1300";"";"";"";"";"";"";"";"";"";"0,4"
"09/10/2023";"1400";"";"";"";"";"";"";"";"";"";"0,2"
"09/10/2023";"1500";"";"";"";"";"";"";"";"";"";"0,0"
"09/10/2023";"1600";"";"";"";"";"";"";"";"";"";"0,0"
"09/10/2023";"1700";"";"";"";"";"";"";"";"";"";"0,0"
"09/10/2023";"1800";"";"";"";"";"";"";"";"";"";"0,0"
"09/10/2023";"1900";"";"";"";"";"";"";"";"";"";"0,0"
"09/10/2023";"2000";"";"";"";"";"";"";"";"";"";"0,0"
"09/10/2023";"2100";"";"";"";"";"";"";"";"";"";"0,0"
"09/10/2023";"2200";"";"";"";"";"";"";"";"";"";"0,0"
"09/10/2023";"2300";"";"";"";"";"";"";"";"";"";"0,0"
"10/10/2023";"0000";"";"";"";"";"";"";"";"";"";"0,0"
"10/10/2023";"0100";"";"";"";"";"";"";"";"";"";"0,0"
"10/10/2023";"0200";"";"";"";"";"";"";"";"";"";"0,0"
"10/10/2023";"0300";"";"";"";"";"";"";"";"";"";"0,0"
"10/10/2023";"0400";"";"";"";"";"";"";"";"";"";"0,0"
"10/10/2023";"0500";"";"";"";"";"";"";"";"";"";"0,0"
"10/10/2023";"0600";"";"";"";"";"";"";"";"";"";"0,0"
"10/10/2023";"0700";"";"";"";"";"";"";"";"";"";"0,0"
"10/10/2023";"0800";"";"";"";"";"";"";"";"";"";"0,0"
"10/10/2023";"0900";"";"";"";"";"";"";"";"";"";"0,0"
"10/10/2023";"1000";"";"";"";"";"";"";"";"";"";"0,0"
"10/10/2023";"1100";"";"";"";"";"";"";"";"";"";"0,0"
"10/10/2023";"1200";"";"";"";"";"";"";"";"";"";"0,0"
"10/10/2023";"1300";"";"";"";"";"";"";"";"";"";"0,0"
"10/10/2023";"1400";"";"";"";"";"";"";"";"";"";"0,0"
"10/10/2023";"1500";"";"";"";"";"";"";"";"";"";"0,0"
"10/10/2023";"1600";"";"";"";"";"";"";"";"";"";"0,0"
"10/10/2023";"1700";"";"";"";"";"";"";"";"";"";"0,0"
"10/10/2023";"1800";"";"";"";"";"";"";"";"";"";"0,0"
"10/10/2023";"1900";"";"";"";"";"";"";"";"";"";"0,0"
"10/10/2023";"2000";"";"";"";"";"";"";"";"";"";"0,0"
"10/10/2023";"2100";"";"";"";"";"";"";"";"";"";"0,0"
"10/10/2023";"2200";"";"";"";"";"";"";"";"";"";"0,0"
"10/10/2023";"2300";"";"";"";"";"";"";"";"";"";"0,0"
"11/10/2023";"0000";"";"";"";"";"";"";"";"";"";"0,0"
"11/10/2023";"0100";"";"";"";"";"";"";"";"";"";"0,0"
"11/10/2023";"0200";"";"";"";"";"";"";"";"";"";"0,6"
"11/10/2023";"0300";"";"";"";"";"";"";"";"";"";"0,0"
"11/10/2023";"0400";"";"";"";"";"";"";"";"";"";"0,0"
"11/10/2023";"0500";"";"";"";"";"";"";"";"";"";"0,0"
"11/10/2023";"0600";"";"";"";"";"";"";"";"";"";"0,0"
"11/10/2023";"0700";"";"";"";"";"";"";"";"";"";"0,0"
"11/10/2023";"0800";"";"";"";"";"";"";"";"";"";"0,0"
"11/10/2023";"0900";"";"";"";"";"";"";"";"";"";"0,0"
"11/10/2023";"1000";"";"";"";"";"";"";"";"";"";"0,0"
"11/10/2023";"1100";"";"";"";"";"";"";"";"";"";"0,0"
"11/10/2023";"1200";"";"";"";"";"";"";"";"";"";"0,0"
"11/10/2023";"1300";"";"";"";"";"";"";"";"";"";"0,0"
"11/10/2023";"1400";"";"";"";"";"";"";"";"";"";"0,0"
"11/10/2023";"1500";"";"";"";"";"";"";"";"";"";"0,0"
"11/10/2023";"1600";"";"";"";"";"";"";"";"";"";"0,0"
"11/10/2023";"1700";"";"";"";"";"";"";"";"";"";"0,0"
"11/10/2023";"1800";"";"";"";"";"";"";"";"";"";"0,0"
"11/10/2023";"1900";"";"";"";"";"";"";"";"";"";"0,0"
"11/10/2023";"2000";"";"";"";"";"";"";"";"";"";"0,0"
"11/10/2023";"2100";"";"";"";"";"";"";"";"";"";"0,0"
"11/10/2023";"2200";"";"";"";"";"";"";"";"";"";"0,2"
"11/10/2023";"2300";"";"";"";"";"";"";"";"";"";"3,0"
"12/10/2023";"0000";"";"";"";"";"";"";"";"";"";"0,0"
"12/10/2023";"0100";"";"";"";"";"";"";"";"";"";"19,4"
"12/10/2023";"0200";"";"";"";"";"";"";"";"";"";"1,8"
"12/10/2023";"0300";"";"";"";"";"";"";"";"";"";"1,2"
"12/10/2023";"0400";"";"";"";"";"";"";"";"";"";"1,4"
"12/10/2023";"0500";"";"";"";"";"";"";"";"";"";"2,6"
"12/10/2023";"0600";"";"";"";"";"";"";"";"";"";"6,0"
"12/10/2023";"0700";"";"";"";"";"";"";"";"";"";"1,4"
"12/10/2023";"0800";"";"";"";"";"";"";"";"";"";"1,4"
"12/10/2023";"0900";"";"";"";"";"";"";"";"";"";"0,6"
"12/10/2023";"1000";"";"";"";"";"";"";"";"";"";"6,4"
"12/10/2023";"1100";"";"";"";"";"";"";"";"";"";"9,4"
"12/10/2023";"1200";"";"";"";"";"";"";"";"";"";""
"12/10/2023";"1300";"";"";"";"";"";"";"";"";"";"10,0"
"12/10/2023";"1400";"";"";"";"";"";"";"";"";"";"3,0"
"12/10/2023";"1500";"";"";"";"";"";"";"";"";"";"3,4"
"12/10/2023";"1600";"";"";"";"";"";"";"";"";"";"3,4"
"12/10/2023";"1700";"";"";"";"";"";"";"";"";"";"0,0"
"12/10/2023";"1800";"";"";"";"";"";"";"";"";"";"0,0"
"12/10/2023";"1900";"";"";"";"";"";"";"";"";"";""
"12/10/2023";"2000";"";"";"";"";"";"";"";"";"";""
"12/10/2023";"2100";"";"";"";"";"";"";"";"";"";""
"12/10/2023";"2200";"";"";"";"";"";"";"";"";"";""
"12/10/2023";"2300";"";"";"";"";"";"";"";"";"";""
"13/10/2023";"0000";"";"";"";"";"";"";"";"";"";""
"13/10/2023";"0100";"";"";"";"";"";"";"";"";"";""
"13/10/2023";"0200";"";"";"";"";"";"";"";"";"";""
"13/10/2023";"0300";"";"";"";"";"";"";"";"";"";""
"13/10/2023";"0400";"";"";"";"";"";"";"";"";"";""
"13/10/2023";"0500";"";"";"";"";"";"";"";"";"";""
"13/10/2023";"0600";"";"";"";"";"";"";"";"";"";""
"13/10/2023";"0700";"";"";"";"";"";"";"";"";"";""
"13/10/2023";"0800";"";"";"";"";"";"";"";"";"";""
"13/10/2023";"0900";"";"";"";"";"";"";"";"";"";""
"13/10/2023";"1000";"";"";"";"";"";"";"";"";"";"0,0"
"13/10/2023";"1100";"";"";"";"";"";"";"";"";"";"0,0"
"13/10/2023";"1200";"";"";"";"";"";"";"";"";"";"0,0"
"13/10/2023";"1300";"";"";"";"";"";"";"";"";"";"0,0"
"13/10/2023";"1400";"";"";"";"";"";"";"";"";"";"0,0"
"13/10/2023";"1500";"";"";"";"";"";"";"";"";"";"0,0"
"13/10/2023";"1600";"";"";"";"";"";"";"";"";"";"0,0"
"13/10/2023";"1700";"";"";"";"";"";"";"";"";"";"0,0"
"13/10/2023";"1800";"";"";"";"";"";"";"";"";"";"0,0"
"13/10/2023";"1900";"";"";"";"";"";"";"";"";"";"0,0"
"13/10/2023";"2000";"";"";"";"";"";"";"";"";"";"0,0"
"13/10/2023";"2100";"";"";"";"";"";"";"";"";"";"0,0"
"13/10/2023";"2200";"";"";"";"";"";"";"";"";"";""
"13/10/2023";"2300";"";"";"";"";"";"";"";"";"";""
"14/10/2023";"0000";"";"";"";"";"";"";"";"";"";""
"14/10/2023";"0100";"";"";"";"";"";"";"";"";"";""
"14/10/2023";"0200";"";"";"";"";"";"";"";"";"";""
"14/10/2023";"0300";"";"";"";"";"";"";"";"";"";""
"14/10/2023";"0400";"";"";"";"";"";"";"";"";"";""
"14/10/2023";"0500";"";"";"";"";"";"";"";"";"";""
"14/10/2023";"0600";"";"";"";"";"";"";"";"";"";""
"14/10/2023";"0700";"";"";"";"";"";"";"";"";"";""
"14/10/2023";"0800";"";"";"";"";"";"";"";"";"";""
"14/10/2023";"0900";"";"";"";"";"";"";"";"";"";"0,0"
"14/10/2023";"1000";"";"";"";"";"";"";"";"";"";"0,0"
"14/10/2023";"1100";"";"";"";"";"";"";"";"";"";"0,0"
"14/10/2023";"1200";"";"";"";"";"";"";"";"";"";"0,0"
"14/10/2023";"1300";"";"";"";"";"";"";"";"";"";"0,0"
"14/10/2023";"1400";"";"";"";"";"";"";"";"";"";"0,0"
"14/10/2023";"1500";"";"";"";"";"";"";"";"";"";"0,0"
"14/10/2023";"1600";"";"";"";"";"";"";"";"";"";"0,0"
"14/10/2023";"1700";"";"";"";"";"";"";"";"";"";"0,0"
"14/10/2023";"1800";"";"";"";"";"";"";"";"";"";"0,0"
"14/10/2023";"1900";"";"";"";"";"";"";"";"";"";"0,0"
"14/10/2023";"2000";"";"";"";"";"";"";"";"";"";"0,0"
"14/10/2023";"2100";"";"";"";"";"";"";"";"";"";"0,0"
"14/10/2023";"2200";"";"";"";"";"";"";"";"";"";"0,0"
"14/10/2023";"2300";"";"";"";"";"";"";"";"";"";"0,0"
"15/10/2023";"0000";"";"";"";"";"";"";"";"";"";"0,0"
"15/10/2023";"0100";"";"";"";"";"";"";"";"";"";"0,0"
"15/10/2023";"0200";"";"";"";"";"";"";"";"";"";"0,0"
"15/10/2023";"0300";"";"";"";"";"";"";"";"";"";"0,0"
"15/10/2023";"0400";"";"";"";"";"";"";"";"";"";""
"15/10/2023";"0500";"";"";"";"";"";"";"";"";"";""
"15/10/2023";"0600";"";"";"";"";"";"";"";"";"";""
"15/10/2023";"0700";"";"";"";"";"";"";"";"";"";""
"15/10/2023";"0800";"";"";"";"";"";"";"";"";"";""
"15/10/2023";"0900";"";"";"";"";"";"";"";"";"";""
"15/10/2023";"1000";"";"";"";"";"";"";"";"";"";"0,0"
"15/10/2023";"1100";"";"";"";"";"";"";"";"";"";"0,0"
"15/10/2023";"1200";"";"";"";"";"";"";"";"";"";"0,0"
"15/10/2023";"1300";"";"";"";"";"";"";"";"";"";"0,0"
"15/10/2023";"1400";"";"";"";"";"";"";"";"";"";"0,0"
"15/10/2023";"1500";"";"";"";"";"";"";"";"";"";"0,2"
"15/10/2023";"1600";"";"";"";"";"";"";"";"";"";"0,0"
"15/10/2023";"1700";"";"";"";"";"";"";"";"";"";"0,0"
"15/10/2023";"1800";"";"";"";"";"";"";"";"";"";"0,0"
"15/10/2023";"1900";"";"";"";"";"";"";"";"";"";"0,0"
"15/10/2023";"2000";"";"";"";"";"";"";"";"";"";"0,0"
"15/10/2023";"2100";"";"";"";"";"";"";"";"";"";"0,0"
"15/10/2023";"2200";"";"";"";"";"";"";"";"";"";"0,0"
"15/10/2023";"2300";"";"";"";"";"";"";"";"";"";"0,0"
"16/10/2023";"0000";"";"";"";"";"";"";"";"";"";"0,6"
"16/10/2023";"0100";"";"";"";"";"";"";"";"";"";"0,0"
"16/10/2023";"0200";"";"";"";"";"";"";"";"";"";"0,2"
"16/10/2023";"0300";"";"";"";"";"";"";"";"";"";"0,0"
"16/10/2023";"0400";"";"";"";"";"";"";"";"";"";"0,2"
"16/10/2023";"0500";"";"";"";"";"";"";"";"";"";"0,0"
"16/10/2023";"0600";"";"";"";"";"";"";"";"";"";""
"16/10/2023";"0700";"";"";"";"";"";"";"";"";"";""
"16/10/2023";"0800";"";"";"";"";"";"";"";"";"";""
"16/10/2023";"0900";"";"";"";"";"";"";"";"";"";"0,0"
"16/10/2023";"1000";"";"";"";"";"";"";"";"";"";"0,0"
"16/10/2023";"1100";"";"";"";"";"";"";"";"";"";"0,0"
"16/10/2023";"1200";"";"";"";"";"";"";"";"";"";"0,0"
"16/10/2023";"1300";"";"";"";"";"";"";"";"";"";"0,0"
"16/10/2023";"1400";"";"";"";"";"";"";"";"";"";"0,0"
"16/10/2023";"1500";"";"";"";"";"";"";"";"";"";"7,0"
"16/10/2023";"1600";"";"";"";"";"";"";"";"";"";"0,0"
"16/10/2023";"1700";"";"";"";"";"";"";"";"";"";"0,0"
"16/10/2023";"1800";"";"";"";"";"";"";"";"";"";"1,8"
"16/10/2023";"1900";"";"";"";"";"";"";"";"";"";"3,6"
"16/10/2023";"2000";"";"";"";"";"";"";"";"";"";"1,4"
"16/10/2023";"2100";"";"";"";"";"";"";"";"";"";""
"16/10/2023";"2200";"";"";"";"";"";"";"";"";"";""
"16/10/2023";"2300";"";"";"";"";"";"";"";"";"";""
"17/10/2023";"0000";"";"";"";"";"";"";"";"";"";""
"17/10/2023";"0100";"";"";"";"";"";"";"";"";"";""
"17/10/2023";"0200";"";"";"";"";"";"";"";"";"";""
"17/10/2023";"0300";"";"";"";"";"";"";"";"";"";""
"17/10/2023";"0400";"";"";"";"";"";"";"";"";"";""
"17/10/2023";"0500";"";"";"";"";"";"";"";"";"";""
"17/10/2023";"0600";"";"";"";"";"";"";"";"";"";""
"17/10/2023";"0700";"";"";"";"";"";"";"";"";"";""
"17/10/2023";"0800";"";"";"";"";"";"";"";"";"";""
"17/10/2023";"0900";"";"";"";"";"";"";"";"";"";"0,0"
"17/10/2023";"1000";"";"";"";"";"";"";"";"";"";"0,0"
"17/10/2023";"1100";"";"";"";"";"";"";"";"";"";"0,0"
"17/10/2023";"1200";"";"";"";"";"";"";"";"";"";"0,0"
"17/10/2023";"1300";"";"";"";"";"";"";"";"";"";"0,0"
"17/10/2023";"1400";"";"";"";"";"";"";"";"";"";"0,0"
"17/10/2023";"1500";"";"";"";"";"";"";"";"";"";"0,0"
"17/10/2023";"1600";"";"";"";"";"";"";"";"";"";"0,0"
"17/10/2023";"1700";"";"";"";"";"";"";"";"";"";"0,0"
"17/10/2023";"1800";"";"";"";"";"";"";"";"";"";"0,0"
"17/10/2023";"1900";"";"";"";"";"";"";"";"";"";"0,0"
"17/10/2023";"2000";"";"";"";"";"";"";"";"";"";"0,0"
"17/10/2023";"2100";"";"";"";"";"";"";"";"";"";"0,0"
"17/10/2023";"2200";"";"";"";"";"";"";"";"";"";"0,0"
"17/10/2023";"2300";"";"";"";"";"";"";"";"";"";""